OpenJDK 64-Bit Server VM (25.202-b05) for bsd-amd64 JRE (Zulu 8.36.0.1-CA-macosx) (1.8.0_202-b05), built on Jan 29 2019 06:07:09 by "zulu_re" with gcc 4.2.1 (Based on Apple Inc. build 5658) (LLVM build 2336.11.00)
Memory: 4k page, physical 16777216k(2921484k free)

/proc/meminfo:

CommandLine flags: -XX:InitialHeapSize=268435456 -XX:MaxHeapSize=4294967296 -XX:+PrintGC -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:+UseParallelGC 
Heap
 PSYoungGen      total 76288K, used 35785K [0x000000076ab00000, 0x0000000770000000, 0x00000007c0000000)
  eden space 65536K, 54% used [0x000000076ab00000,0x000000076cdf2568,0x000000076eb00000)
  from space 10752K, 0% used [0x000000076f580000,0x000000076f580000,0x0000000770000000)
  to   space 10752K, 0% used [0x000000076eb00000,0x000000076eb00000,0x000000076f580000)
 ParOldGen       total 175104K, used 0K [0x00000006c0000000, 0x00000006cab00000, 0x000000076ab00000)
  object space 175104K, 0% used [0x00000006c0000000,0x00000006c0000000,0x00000006cab00000)
 Metaspace       used 7648K, capacity 8005K, committed 8192K, reserved 1056768K
  class space    used 852K, capacity 948K, committed 1024K, reserved 1048576K
916: [GC (Allocation Failure) [PSYoungGen: 132784K->1664K(141824K)] 132816K->1704K(316928K), 0.0017793 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
50.702: [GC (Allocation Failure) [PSYoungGen: 95328K->64K(93184K)] 97232K->1968K(268288K), 0.0005089 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
50.745: [GC (Allocation Failure) [PSYoungGen: 92736K->96K(90624K)] 94640K->2000K(265728K), 0.0004941 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
50.787: [GC (Allocation Failure) [PSYoungGen: 90208K->96K(109056K)] 92112K->2000K(284160K), 0.0005010 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
50.838: [GC (Allocation Failure) [PSYoungGen: 108639K->96K(105984K)] 110543K->2000K(281088K), 0.0004841 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
50.887: [GC (Allocation Failure) [PSYoungGen: 105568K->64K(102912K)] 107472K->1968K(278016K), 0.0005066 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
50.934: [GC (Allocation Failure) [PSYoungGen: 102464K->96K(99840K)] 104368K->2000K(274944K), 0.0005357 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
50.981: [GC (Allocation Failure) [PSYoungGen: 99424K->96K(97280K)] 101328K->2000K(272384K), 0.0005108 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
51.026: [GC (Allocation Failure) [PSYoungGen: 96864K->32K(116736K)] 98768K->1936K(291840K), 0.0010014 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
51.082: [GC (Allocation Failure) [PSYoungGen: 116256K->96K(140288K)] 118160K->2000K(315392K), 0.0005256 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
51.147: [GC (Allocation Failure) [PSYoungGen: 139872K->64K(168448K)] 141776K->1968K(343552K), 0.0004955 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
51.224: [GC (Allocation Failure) [PSYoungGen: 168000K->64K(162816K)] 169904K->1968K(337920K), 0.0005092 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
51.300: [GC (Allocation Failure) [PSYoungGen: 162368K->96K(157184K)] 164272K->2000K(332288K), 0.0005238 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
51.374: [GC (Allocation Failure) [PSYoungGen: 156768K->96K(152064K)] 158672K->2000K(327168K), 0.0005226 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
51.444: [GC (Allocation Failure) [PSYoungGen: 151648K->96K(146944K)] 153552K->2000K(322048K), 0.0005130 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
51.512: [GC (Allocation Failure) [PSYoungGen: 146528K->96K(142336K)] 148432K->2000K(317440K), 0.0005172 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
51.577: [GC (Allocation Failure) [PSYoungGen: 141920K->96K(137728K)] 143824K->2000K(312832K), 0.0004965 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
51.641: [GC (Allocation Failure) [PSYoungGen: 137312K->96K(133120K)] 139216K->2000K(308224K), 0.0004928 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
51.702: [GC (Allocation Failure) [PSYoungGen: 132704K->96K(129024K)] 134608K->2000K(304128K), 0.0004862 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
51.762: [GC (Allocation Failure) [PSYoungGen: 128608K->96K(124928K)] 130512K->2000K(300032K), 0.0005147 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
51.820: [GC (Allocation Failure) [PSYoungGen: 124512K->64K(121344K)] 126416K->1968K(296448K), 0.0005188 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
51.876: [GC (Allocation Failure) [PSYoungGen: 120896K->96K(117760K)] 122800K->2000K(292864K), 0.0005079 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
51.931: [GC (Allocation Failure) [PSYoungGen: 117344K->96K(114176K)] 119248K->2000K(289280K), 0.0005072 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
51.983: [GC (Allocation Failure) [PSYoungGen: 113760K->96K(110592K)] 115664K->2000K(285696K), 0.0004866 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
52.035: [GC (Allocation Failure) [PSYoungGen: 110176K->96K(107520K)] 112080K->2000K(282624K), 0.0005228 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
52.086: [GC (Allocation Failure) [PSYoungGen: 107104K->96K(104448K)] 109008K->2000K(279552K), 0.0005121 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
52.134: [GC (Allocation Failure) [PSYoungGen: 104032K->96K(101376K)] 105936K->2000K(276480K), 0.0005023 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
52.182: [GC (Allocation Failure) [PSYoungGen: 100960K->64K(98816K)] 102864K->1968K(273920K), 0.0005102 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
52.228: [GC (Allocation Failure) [PSYoungGen: 98368K->32K(96256K)] 100272K->1936K(271360K), 0.0004849 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
52.272: [GC (Allocation Failure) [PSYoungGen: 95776K->64K(93696K)] 97680K->1968K(268800K), 0.0005101 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
52.316: [GC (Allocation Failure) [PSYoungGen: 93248K->96K(91136K)] 95152K->2000K(266240K), 0.0004936 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
52.358: [GC (Allocation Failure) [PSYoungGen: 90720K->96K(88576K)] 92624K->2000K(263680K), 0.0004868 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
52.399: [GC (Allocation Failure) [PSYoungGen: 88160K->96K(106496K)] 90064K->2000K(281600K), 0.0004855 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
52.448: [GC (Allocation Failure) [PSYoungGen: 106080K->96K(103424K)] 107984K->2000K(278528K), 0.0005002 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
52.496: [GC (Allocation Failure) [PSYoungGen: 103008K->96K(100352K)] 104912K->2000K(275456K), 0.0005175 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
52.542: [GC (Allocation Failure) [PSYoungGen: 99936K->32K(97792K)] 101840K->1936K(272896K), 0.0004829 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
52.587: [GC (Allocation Failure) [PSYoungGen: 97312K->96K(95232K)] 99216K->2000K(270336K), 0.0005094 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
52.631: [GC (Allocation Failure) [PSYoungGen: 94816K->96K(92672K)] 96720K->2000K(267776K), 0.0004741 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
52.674: [GC (Allocation Failure) [PSYoungGen: 92256K->96K(111104K)] 94160K->2000K(286208K), 0.0005255 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
52.726: [GC (Allocation Failure) [PSYoungGen: 110688K->96K(108032K)] 112592K->2000K(283136K), 0.0005000 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
52.776: [GC (Allocation Failure) [PSYoungGen: 107616K->96K(104960K)] 109520K->2000K(280064K), 0.0005025 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
52.825: [GC (Allocation Failure) [PSYoungGen: 104544K->64K(101888K)] 106448K->1968K(276992K), 0.0005735 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
52.876: [GC (Allocation Failure) [PSYoungGen: 101440K->96K(98816K)] 103344K->2000K(273920K), 0.0005021 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
52.922: [GC (Allocation Failure) [PSYoungGen: 98400K->64K(96256K)] 100304K->1968K(271360K), 0.0005081 secs] [Times: user=0.00 sys=0.01, real=0.00 secs] 
52.966: [GC (Allocation Failure) [PSYoungGen: 95808K->96K(93696K)] 97712K->2000K(268800K), 0.0005007 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
53.009: [GC (Allocation Failure) [PSYoungGen: 93280K->96K(91136K)] 95184K->2000K(266240K), 0.0004743 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
53.053: [GC (Allocation Failure) [PSYoungGen: 90720K->96K(109568K)] 92624K->2000K(284672K), 0.0005127 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
53.104: [GC (Allocation Failure) [PSYoungGen: 109152K->96K(106496K)] 111056K->2000K(281600K), 0.0005071 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
53.153: [GC (Allocation Failure) [PSYoungGen: 106080K->96K(103424K)] 107984K->2000K(278528K), 0.0004906 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
53.200: [GC (Allocation Failure) [PSYoungGen: 103008K->96K(100352K)] 104912K->2000K(275456K), 0.0004934 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
53.247: [GC (Allocation Failure) [PSYoungGen: 99936K->96K(97792K)] 101840K->2000K(272896K), 0.0005144 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
53.293: [GC (Allocation Failure) [PSYoungGen: 97376K->96K(95232K)] 99280K->2000K(270336K), 0.0005071 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
53.338: [GC (Allocation Failure) [PSYoungGen: 94816K->96K(114176K)] 96720K->2000K(289280K), 0.0005366 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
53.391: [GC (Allocation Failure) [PSYoungGen: 113760K->96K(110592K)] 115664K->2000K(285696K), 0.0005484 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
53.442: [GC (Allocation Failure) [PSYoungGen: 110176K->64K(107520K)] 112080K->1968K(282624K), 0.0005031 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
53.492: [GC (Allocation Failure) [PSYoungGen: 107072K->96K(104448K)] 108976K->2000K(279552K), 0.0005002 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
53.541: [GC (Allocation Failure) [PSYoungGen: 104032K->64K(101376K)] 105936K->1968K(276480K), 0.0005367 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
53.588: [GC (Allocation Failure) [PSYoungGen: 100928K->96K(98816K)] 102832K->2000K(273920K), 0.0004976 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
53.634: [GC (Allocation Failure) [PSYoungGen: 98400K->96K(96256K)] 100304K->2000K(271360K), 0.0005058 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
53.679: [GC (Allocation Failure) [PSYoungGen: 95840K->96K(93696K)] 97744K->2000K(268800K), 0.0005123 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
53.722: [GC (Allocation Failure) [PSYoungGen: 93280K->96K(91136K)] 95184K->2000K(266240K), 0.0004743 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
53.764: [GC (Allocation Failure) [PSYoungGen: 90720K->96K(109568K)] 92624K->2000K(284672K), 0.0004934 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
53.815: [GC (Allocation Failure) [PSYoungGen: 109152K->96K(106496K)] 111056K->2000K(281600K), 0.0005092 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
53.867: [GC (Allocation Failure) [PSYoungGen: 106080K->96K(103424K)] 107984K->2000K(278528K), 0.0005129 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
53.917: [GC (Allocation Failure) [PSYoungGen: 103008K->96K(100352K)] 104912K->2000K(275456K), 0.0005006 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
53.963: [GC (Allocation Failure) [PSYoungGen: 99936K->64K(97792K)] 101840K->1968K(272896K), 0.0005405 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
54.009: [GC (Allocation Failure) [PSYoungGen: 97344K->96K(95232K)] 99248K->2000K(270336K), 0.0004964 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
54.054: [GC (Allocation Failure) [PSYoungGen: 94816K->96K(92672K)] 96720K->2000K(267776K), 0.0005077 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
54.097: [GC (Allocation Failure) [PSYoungGen: 92256K->96K(111104K)] 94160K->2000K(286208K), 0.0005107 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
54.149: [GC (Allocation Failure) [PSYoungGen: 110688K->64K(108032K)] 112592K->1968K(283136K), 0.0004820 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
54.199: [GC (Allocation Failure) [PSYoungGen: 107584K->96K(104960K)] 109488K->2000K(280064K), 0.0005359 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
54.247: [GC (Allocation Failure) [PSYoungGen: 104544K->96K(101888K)] 106448K->2000K(276992K), 0.0005008 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
54.295: [GC (Allocation Failure) [PSYoungGen: 101472K->96K(98816K)] 103376K->2000K(273920K), 0.0005094 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
54.340: [GC (Allocation Failure) [PSYoungGen: 98400K->64K(96256K)] 100304K->1968K(271360K), 0.0004769 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
54.385: [GC (Allocation Failure) [PSYoungGen: 95808K->96K(93696K)] 97712K->2000K(268800K), 0.0005014 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
54.428: [GC (Allocation Failure) [PSYoungGen: 93280K->64K(112640K)] 95184K->1968K(287744K), 0.0005109 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
54.480: [GC (Allocation Failure) [PSYoungGen: 112192K->64K(109568K)] 114096K->1968K(284672K), 0.0004774 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
54.531: [GC (Allocation Failure) [PSYoungGen: 109120K->96K(106496K)] 111024K->2000K(281600K), 0.0004902 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
54.580: [GC (Allocation Failure) [PSYoungGen: 106080K->96K(103424K)] 107984K->2000K(278528K), 0.0005171 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
54.628: [GC (Allocation Failure) [PSYoungGen: 103008K->96K(100352K)] 104912K->2000K(275456K), 0.0005152 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
54.674: [GC (Allocation Failure) [PSYoungGen: 99936K->96K(97792K)] 101840K->2000K(272896K), 0.0004868 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
54.719: [GC (Allocation Failure) [PSYoungGen: 97376K->96K(95232K)] 99280K->2000K(270336K), 0.0004965 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
54.764: [GC (Allocation Failure) [PSYoungGen: 94816K->96K(92672K)] 96720K->2000K(267776K), 0.0005233 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
54.806: [GC (Allocation Failure) [PSYoungGen: 92256K->96K(111104K)] 94160K->2000K(286208K), 0.0004797 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
54.858: [GC (Allocation Failure) [PSYoungGen: 110688K->96K(108032K)] 112592K->2000K(283136K), 0.0004777 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
54.908: [GC (Allocation Failure) [PSYoungGen: 107616K->96K(104960K)] 109520K->2000K(280064K), 0.0005056 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
54.956: [GC (Allocation Failure) [PSYoungGen: 104544K->96K(101888K)] 106448K->2000K(276992K), 0.0005156 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
55.003: [GC (Allocation Failure) [PSYoungGen: 101472K->64K(98816K)] 103376K->1968K(273920K), 0.0004726 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
55.050: [GC (Allocation Failure) [PSYoungGen: 98368K->96K(96256K)] 100272K->2000K(271360K), 0.0005122 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
55.095: [GC (Allocation Failure) [PSYoungGen: 95840K->96K(93696K)] 97744K->2000K(268800K), 0.0005067 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
55.138: [GC (Allocation Failure) [PSYoungGen: 93280K->64K(91136K)] 95184K->1968K(266240K), 0.0004693 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
55.180: [GC (Allocation Failure) [PSYoungGen: 90688K->96K(88576K)] 92592K->2000K(263680K), 0.0004894 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
55.221: [GC (Allocation Failure) [PSYoungGen: 88160K->64K(106496K)] 90064K->1968K(281600K), 0.0004702 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
55.271: [GC (Allocation Failure) [PSYoungGen: 106048K->96K(103424K)] 107952K->2000K(278528K), 0.0005098 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
55.318: [GC (Allocation Failure) [PSYoungGen: 103008K->64K(100352K)] 104912K->1968K(275456K), 0.0005024 secs] [Times: user=0.00 sys=0.01, real=0.00 secs] 
55.366: [GC (Allocation Failure) [PSYoungGen: 99904K->64K(120320K)] 101808K->1968K(295424K), 0.0009832 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
55.422: [GC (Allocation Failure) [PSYoungGen: 119872K->96K(144384K)] 121776K->2000K(319488K), 0.0018855 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
55.491: [GC (Allocation Failure) [PSYoungGen: 143967K->96K(173568K)] 145871K->2000K(348672K), 0.0005378 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
55.571: [GC (Allocation Failure) [PSYoungGen: 173152K->32K(167424K)] 175056K->1936K(342528K), 0.0005008 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
55.648: [GC (Allocation Failure) [PSYoungGen: 166944K->96K(161792K)] 168848K->2000K(336896K), 0.0005007 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
55.723: [GC (Allocation Failure) [PSYoungGen: 161376K->96K(156160K)] 163280K->2000K(331264K), 0.0005216 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
55.795: [GC (Allocation Failure) [PSYoungGen: 155744K->64K(151040K)] 157648K->1968K(326144K), 0.0005156 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
55.865: [GC (Allocation Failure) [PSYoungGen: 150592K->96K(145920K)] 152496K->2000K(321024K), 0.0005296 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
55.932: [GC (Allocation Failure) [PSYoungGen: 145504K->64K(141312K)] 147408K->1968K(316416K), 0.0005434 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
55.998: [GC (Allocation Failure) [PSYoungGen: 140864K->96K(136704K)] 142768K->2000K(311808K), 0.0005268 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
56.062: [GC (Allocation Failure) [PSYoungGen: 136288K->96K(132608K)] 138192K->2000K(307712K), 0.0005186 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
56.124: [GC (Allocation Failure) [PSYoungGen: 132192K->96K(128512K)] 134096K->2000K(303616K), 0.0005257 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
56.183: [GC (Allocation Failure) [PSYoungGen: 128096K->64K(124416K)] 130000K->1968K(299520K), 0.0005330 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
56.241: [GC (Allocation Failure) [PSYoungGen: 123968K->96K(120832K)] 125872K->2000K(295936K), 0.0005241 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
56.297: [GC (Allocation Failure) [PSYoungGen: 120416K->96K(117248K)] 122320K->2000K(292352K), 0.0005111 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
56.351: [GC (Allocation Failure) [PSYoungGen: 116832K->96K(113664K)] 118736K->2000K(288768K), 0.0005039 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
56.404: [GC (Allocation Failure) [PSYoungGen: 113248K->96K(110592K)] 115152K->2000K(285696K), 0.0005139 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
56.455: [GC (Allocation Failure) [PSYoungGen: 110176K->96K(107520K)] 112080K->2000K(282624K), 0.0005152 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
56.505: [GC (Allocation Failure) [PSYoungGen: 107104K->96K(104448K)] 109008K->2000K(279552K), 0.0005269 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
56.553: [GC (Allocation Failure) [PSYoungGen: 104032K->96K(101376K)] 105936K->2000K(276480K), 0.0004877 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
56.600: [GC (Allocation Failure) [PSYoungGen: 100960K->96K(98816K)] 102864K->2000K(273920K), 0.0005134 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
56.646: [GC (Allocation Failure) [PSYoungGen: 98400K->96K(96256K)] 100304K->2000K(271360K), 0.0005028 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
56.691: [GC (Allocation Failure) [PSYoungGen: 95840K->96K(93696K)] 97744K->2000K(268800K), 0.0005235 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
56.734: [GC (Allocation Failure) [PSYoungGen: 93280K->32K(91136K)] 95184K->1936K(266240K), 0.0005371 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
56.776: [GC (Allocation Failure) [PSYoungGen: 90656K->64K(109568K)] 92560K->1968K(284672K), 0.0005011 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
56.827: [GC (Allocation Failure) [PSYoungGen: 109120K->96K(106496K)] 111024K->2000K(281600K), 0.0004955 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
56.876: [GC (Allocation Failure) [PSYoungGen: 106080K->96K(103424K)] 107984K->2000K(278528K), 0.0004846 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
56.924: [GC (Allocation Failure) [PSYoungGen: 103008K->96K(100352K)] 104912K->2000K(275456K), 0.0004875 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
56.970: [GC (Allocation Failure) [PSYoungGen: 99936K->96K(97792K)] 101840K->2000K(272896K), 0.0004990 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
57.015: [GC (Allocation Failure) [PSYoungGen: 97376K->32K(95232K)] 99280K->1936K(270336K), 0.0004924 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
57.060: [GC (Allocation Failure) [PSYoungGen: 94752K->96K(92672K)] 96656K->2000K(267776K), 0.0005156 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
57.103: [GC (Allocation Failure) [PSYoungGen: 92256K->64K(111104K)] 94160K->1968K(286208K), 0.0005221 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
57.155: [GC (Allocation Failure) [PSYoungGen: 110656K->96K(108032K)] 112560K->2000K(283136K), 0.0004976 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
57.204: [GC (Allocation Failure) [PSYoungGen: 107616K->0K(104960K)] 109520K->1904K(280064K), 0.0004584 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
57.253: [GC (Allocation Failure) [PSYoungGen: 104448K->96K(101888K)] 106352K->2000K(276992K), 0.0005290 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
57.300: [GC (Allocation Failure) [PSYoungGen: 101472K->96K(98816K)] 103376K->2000K(273920K), 0.0004975 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
57.346: [GC (Allocation Failure) [PSYoungGen: 98400K->96K(96256K)] 100304K->2000K(271360K), 0.0004943 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
57.390: [GC (Allocation Failure) [PSYoungGen: 95840K->96K(93696K)] 97744K->2000K(268800K), 0.0004931 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
57.434: [GC (Allocation Failure) [PSYoungGen: 93280K->96K(91136K)] 95184K->2000K(266240K), 0.0004999 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
57.476: [GC (Allocation Failure) [PSYoungGen: 90720K->64K(109568K)] 92624K->1968K(284672K), 0.0005162 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
57.527: [GC (Allocation Failure) [PSYoungGen: 109120K->96K(106496K)] 111024K->2000K(281600K), 0.0004986 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
57.576: [GC (Allocation Failure) [PSYoungGen: 106080K->96K(103424K)] 107984K->2000K(278528K), 0.0004844 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
57.623: [GC (Allocation Failure) [PSYoungGen: 103008K->96K(100352K)] 104912K->2000K(275456K), 0.0005067 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
57.670: [GC (Allocation Failure) [PSYoungGen: 99936K->96K(97792K)] 101840K->2000K(272896K), 0.0005241 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
57.721: [GC (Allocation Failure) [PSYoungGen: 97376K->96K(95232K)] 99280K->2000K(270336K), 0.0005283 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
57.765: [GC (Allocation Failure) [PSYoungGen: 94816K->96K(92672K)] 96720K->2000K(267776K), 0.0004931 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
57.808: [GC (Allocation Failure) [PSYoungGen: 92256K->96K(90112K)] 94160K->2000K(265216K), 0.0005087 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
57.849: [GC (Allocation Failure) [PSYoungGen: 89696K->64K(108032K)] 91600K->1968K(283136K), 0.0004955 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
57.900: [GC (Allocation Failure) [PSYoungGen: 107583K->32K(129536K)] 109487K->1936K(304640K), 0.0005318 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
57.960: [GC (Allocation Failure) [PSYoungGen: 129056K->96K(125440K)] 130960K->2000K(300544K), 0.0005254 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
58.018: [GC (Allocation Failure) [PSYoungGen: 125024K->96K(150528K)] 126928K->2000K(325632K), 0.0009326 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
58.089: [GC (Allocation Failure) [PSYoungGen: 150112K->96K(145408K)] 152016K->2000K(320512K), 0.0005250 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
58.156: [GC (Allocation Failure) [PSYoungGen: 144992K->64K(140800K)] 146896K->1968K(315904K), 0.0005136 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
58.221: [GC (Allocation Failure) [PSYoungGen: 140352K->64K(136192K)] 142256K->1968K(311296K), 0.0004956 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
58.285: [GC (Allocation Failure) [PSYoungGen: 135744K->96K(132096K)] 137648K->2000K(307200K), 0.0005241 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
