OpenJDK 64-Bit Server VM (25.202-b05) for bsd-amd64 JRE (Zulu 8.36.0.1-CA-macosx) (1.8.0_202-b05), built on Jan 29 2019 06:07:09 by "zulu_re" with gcc 4.2.1 (Based on Apple Inc. build 5658) (LLVM build 2336.11.00)
Memory: 4k page, physical 16777216k(741696k free)

/proc/meminfo:

CommandLine flags: -XX:InitialHeapSize=268435456 -XX:MaxHeapSize=4294967296 -XX:+PrintGC -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:+UseParallelGC 
Heap
 PSYoungGen      total 76288K, used 35677K [0x000000076ab00000, 0x0000000770000000, 0x00000007c0000000)
  eden space 65536K, 54% used [0x000000076ab00000,0x000000076cdd7660,0x000000076eb00000)
  from space 10752K, 0% used [0x000000076f580000,0x000000076f580000,0x0000000770000000)
  to   space 10752K, 0% used [0x000000076eb00000,0x000000076eb00000,0x000000076f580000)
 ParOldGen       total 175104K, used 0K [0x00000006c0000000, 0x00000006cab00000, 0x000000076ab00000)
  object space 175104K, 0% used [0x00000006c0000000,0x00000006c0000000,0x00000006cab00000)
 Metaspace       used 7659K, capacity 8005K, committed 8192K, reserved 1056768K
  class space    used 852K, capacity 948K, committed 1024K, reserved 1048576K
942: [GC (Allocation Failure) [PSYoungGen: 132704K->1664K(141824K)] 132728K->1696K(316928K), 0.0017004 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
33.133: [GC (Allocation Failure) [PSYoungGen: 87104K->96K(85504K)] 88907K->1899K(260608K), 0.0005565 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
33.197: [GC (Allocation Failure) [PSYoungGen: 85088K->64K(83456K)] 86891K->1867K(258560K), 0.0005681 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
33.261: [GC (Allocation Failure) [PSYoungGen: 83008K->32K(81408K)] 84811K->1835K(256512K), 0.0005303 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
33.325: [GC (Allocation Failure) [PSYoungGen: 80927K->96K(79360K)] 82731K->1899K(254464K), 0.0005125 secs] [Times: user=0.00 sys=0.01, real=0.00 secs] 
33.383: [GC (Allocation Failure) [PSYoungGen: 78944K->96K(77312K)] 80747K->1899K(252416K), 0.0005255 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
33.438: [GC (Allocation Failure) [PSYoungGen: 76896K->96K(75264K)] 78699K->1899K(250368K), 0.0005056 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
33.493: [GC (Allocation Failure) [PSYoungGen: 74848K->96K(73728K)] 76651K->1899K(248832K), 0.0004943 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
33.549: [GC (Allocation Failure) [PSYoungGen: 73312K->64K(72192K)] 75115K->1867K(247296K), 0.0005164 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
33.603: [GC (Allocation Failure) [PSYoungGen: 71744K->96K(70656K)] 73547K->1899K(245760K), 0.0005067 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
33.657: [GC (Allocation Failure) [PSYoungGen: 70240K->64K(84992K)] 72043K->1867K(260096K), 0.0009988 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
33.721: [GC (Allocation Failure) [PSYoungGen: 84544K->96K(82944K)] 86347K->1899K(258048K), 0.0005027 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
33.782: [GC (Allocation Failure) [PSYoungGen: 82528K->96K(80896K)] 84331K->1899K(256000K), 0.0005097 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
33.844: [GC (Allocation Failure) [PSYoungGen: 80480K->96K(78848K)] 82283K->1899K(253952K), 0.0005139 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
33.901: [GC (Allocation Failure) [PSYoungGen: 78432K->96K(76800K)] 80235K->1899K(251904K), 0.0004975 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
33.957: [GC (Allocation Failure) [PSYoungGen: 76384K->96K(74752K)] 78187K->1899K(249856K), 0.0005014 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
34.015: [GC (Allocation Failure) [PSYoungGen: 74336K->96K(73216K)] 76139K->1899K(248320K), 0.0005082 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
34.068: [GC (Allocation Failure) [PSYoungGen: 72800K->96K(71680K)] 74603K->1899K(246784K), 0.0004948 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
34.123: [GC (Allocation Failure) [PSYoungGen: 71264K->64K(70144K)] 73067K->1867K(245248K), 0.0004967 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
34.174: [GC (Allocation Failure) [PSYoungGen: 69696K->96K(68608K)] 71499K->1899K(243712K), 0.0005039 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
34.227: [GC (Allocation Failure) [PSYoungGen: 68192K->96K(67072K)] 69995K->1899K(242176K), 0.0004932 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
34.278: [GC (Allocation Failure) [PSYoungGen: 66656K->96K(65536K)] 68459K->1899K(240640K), 0.0005285 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
34.327: [GC (Allocation Failure) [PSYoungGen: 65120K->96K(78848K)] 66923K->1899K(253952K), 0.0010945 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
34.386: [GC (Allocation Failure) [PSYoungGen: 78432K->96K(94720K)] 80235K->1899K(269824K), 0.0005119 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
34.461: [GC (Allocation Failure) [PSYoungGen: 94304K->96K(92160K)] 96107K->1899K(267264K), 0.0005064 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
34.533: [GC (Allocation Failure) [PSYoungGen: 91744K->96K(89600K)] 93547K->1899K(264704K), 0.0004906 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
34.605: [GC (Allocation Failure) [PSYoungGen: 89184K->64K(87040K)] 90987K->1867K(262144K), 0.0008691 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
34.684: [GC (Allocation Failure) [PSYoungGen: 86592K->96K(84992K)] 88395K->1899K(260096K), 0.0005497 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
34.755: [GC (Allocation Failure) [PSYoungGen: 84576K->96K(82944K)] 86379K->1899K(258048K), 0.0005000 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
34.817: [GC (Allocation Failure) [PSYoungGen: 82528K->96K(80896K)] 84331K->1899K(256000K), 0.0005505 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
34.876: [GC (Allocation Failure) [PSYoungGen: 80480K->96K(78848K)] 82283K->1899K(253952K), 0.0005046 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
34.933: [GC (Allocation Failure) [PSYoungGen: 78432K->96K(76800K)] 80235K->1899K(251904K), 0.0005276 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
34.989: [GC (Allocation Failure) [PSYoungGen: 76384K->96K(74752K)] 78187K->1899K(249856K), 0.0005445 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
35.042: [GC (Allocation Failure) [PSYoungGen: 74336K->64K(73216K)] 76139K->1867K(248320K), 0.0006211 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
35.096: [GC (Allocation Failure) [PSYoungGen: 72768K->96K(71680K)] 74571K->1899K(246784K), 0.0005100 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
35.148: [GC (Allocation Failure) [PSYoungGen: 71263K->96K(70144K)] 73067K->1899K(245248K), 0.0005039 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
35.199: [GC (Allocation Failure) [PSYoungGen: 69728K->32K(68608K)] 71531K->1835K(243712K), 0.0005018 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
35.249: [GC (Allocation Failure) [PSYoungGen: 68128K->64K(82432K)] 69931K->1867K(257536K), 0.0010823 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
35.309: [GC (Allocation Failure) [PSYoungGen: 81984K->96K(98816K)] 83787K->1899K(273920K), 0.0004912 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
35.381: [GC (Allocation Failure) [PSYoungGen: 98400K->96K(96256K)] 100203K->1899K(271360K), 0.0005029 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
35.449: [GC (Allocation Failure) [PSYoungGen: 95840K->64K(93696K)] 97643K->1867K(268800K), 0.0005683 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
35.516: [GC (Allocation Failure) [PSYoungGen: 93248K->64K(91136K)] 95051K->1867K(266240K), 0.0005166 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
35.580: [GC (Allocation Failure) [PSYoungGen: 90688K->96K(88576K)] 92491K->1899K(263680K), 0.0004877 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
35.644: [GC (Allocation Failure) [PSYoungGen: 88160K->64K(86528K)] 89963K->1867K(261632K), 0.0004948 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
35.705: [GC (Allocation Failure) [PSYoungGen: 86080K->96K(84480K)] 87883K->1899K(259584K), 0.0004940 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
35.770: [GC (Allocation Failure) [PSYoungGen: 84064K->64K(82432K)] 85867K->1867K(257536K), 0.0009774 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
35.832: [GC (Allocation Failure) [PSYoungGen: 81984K->64K(98816K)] 83787K->1867K(273920K), 0.0011143 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
35.909: [GC (Allocation Failure) [PSYoungGen: 98368K->64K(118784K)] 100171K->1867K(293888K), 0.0010727 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
36.002: [GC (Allocation Failure) [PSYoungGen: 118336K->64K(142848K)] 120139K->1867K(317952K), 0.0010702 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
36.108: [GC (Allocation Failure) [PSYoungGen: 142400K->64K(138240K)] 144203K->1867K(313344K), 0.0005223 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
36.206: [GC (Allocation Failure) [PSYoungGen: 137792K->96K(133632K)] 139595K->1899K(308736K), 0.0005157 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
36.302: [GC (Allocation Failure) [PSYoungGen: 133216K->32K(129536K)] 135019K->1843K(304640K), 0.0005116 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
36.403: [GC (Allocation Failure) [PSYoungGen: 129056K->32K(125440K)] 130867K->1843K(300544K), 0.0010385 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
36.526: [GC (Allocation Failure) [PSYoungGen: 124960K->96K(121344K)] 126771K->1907K(296448K), 0.0005018 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
36.614: [GC (Allocation Failure) [PSYoungGen: 120928K->96K(117760K)] 122739K->1907K(292864K), 0.0005105 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
36.697: [GC (Allocation Failure) [PSYoungGen: 117344K->96K(114176K)] 119155K->1907K(289280K), 0.0005025 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
36.780: [GC (Allocation Failure) [PSYoungGen: 113760K->32K(110592K)] 115571K->1843K(285696K), 0.0004874 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
36.863: [GC (Allocation Failure) [PSYoungGen: 110112K->64K(107520K)] 111923K->1875K(282624K), 0.0004980 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
36.939: [GC (Allocation Failure) [PSYoungGen: 107072K->32K(104448K)] 108883K->1843K(279552K), 0.0004908 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
37.013: [GC (Allocation Failure) [PSYoungGen: 103968K->96K(101376K)] 105779K->1907K(276480K), 0.0004946 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
37.084: [GC (Allocation Failure) [PSYoungGen: 100960K->64K(98816K)] 102771K->1875K(273920K), 0.0005008 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
37.154: [GC (Allocation Failure) [PSYoungGen: 98368K->64K(96256K)] 100179K->1875K(271360K), 0.0004888 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
37.223: [GC (Allocation Failure) [PSYoungGen: 95808K->64K(93696K)] 97619K->1875K(268800K), 0.0005196 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
37.290: [GC (Allocation Failure) [PSYoungGen: 93248K->96K(91136K)] 95059K->1907K(266240K), 0.0004883 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
37.356: [GC (Allocation Failure) [PSYoungGen: 90720K->96K(88576K)] 92531K->1907K(263680K), 0.0005031 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
37.418: [GC (Allocation Failure) [PSYoungGen: 88160K->64K(86528K)] 89971K->1875K(261632K), 0.0005300 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
37.480: [GC (Allocation Failure) [PSYoungGen: 86080K->96K(84480K)] 87891K->1907K(259584K), 0.0005007 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
37.542: [GC (Allocation Failure) [PSYoungGen: 84064K->96K(82432K)] 85875K->1907K(257536K), 0.0005458 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
37.601: [GC (Allocation Failure) [PSYoungGen: 82016K->96K(80384K)] 83827K->1907K(255488K), 0.0005054 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
37.658: [GC (Allocation Failure) [PSYoungGen: 79968K->96K(78336K)] 81779K->1907K(253440K), 0.0005062 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
37.713: [GC (Allocation Failure) [PSYoungGen: 77920K->32K(76288K)] 79731K->1843K(251392K), 0.0005000 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
37.768: [GC (Allocation Failure) [PSYoungGen: 75808K->96K(74752K)] 77619K->1907K(249856K), 0.0005075 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
37.826: [GC (Allocation Failure) [PSYoungGen: 74336K->96K(73216K)] 76147K->1907K(248320K), 0.0004969 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
37.878: [GC (Allocation Failure) [PSYoungGen: 72800K->64K(71680K)] 74611K->1875K(246784K), 0.0004900 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
37.931: [GC (Allocation Failure) [PSYoungGen: 71232K->64K(70144K)] 73043K->1875K(245248K), 0.0004981 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
37.981: [GC (Allocation Failure) [PSYoungGen: 69696K->96K(68608K)] 71507K->1907K(243712K), 0.0005041 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
38.030: [GC (Allocation Failure) [PSYoungGen: 68192K->64K(67072K)] 70003K->1875K(242176K), 0.0004866 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
38.078: [GC (Allocation Failure) [PSYoungGen: 66624K->64K(80384K)] 68435K->1875K(255488K), 0.0010160 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
38.137: [GC (Allocation Failure) [PSYoungGen: 79936K->64K(96768K)] 81747K->1875K(271872K), 0.0004969 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
38.210: [GC (Allocation Failure) [PSYoungGen: 96320K->64K(116224K)] 98131K->1875K(291328K), 0.0010332 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
38.300: [GC (Allocation Failure) [PSYoungGen: 115776K->96K(112640K)] 117587K->1907K(287744K), 0.0004928 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
38.386: [GC (Allocation Failure) [PSYoungGen: 112224K->96K(109568K)] 114035K->1907K(284672K), 0.0004889 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
38.469: [GC (Allocation Failure) [PSYoungGen: 109152K->96K(106496K)] 110963K->1907K(281600K), 0.0006421 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
38.551: [GC (Allocation Failure) [PSYoungGen: 106080K->32K(103424K)] 107891K->1843K(278528K), 0.0004918 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
38.631: [GC (Allocation Failure) [PSYoungGen: 102944K->96K(100352K)] 104755K->1907K(275456K), 0.0004934 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
38.710: [GC (Allocation Failure) [PSYoungGen: 99936K->96K(97792K)] 101747K->1907K(272896K), 0.0005086 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
38.786: [GC (Allocation Failure) [PSYoungGen: 97376K->96K(95232K)] 99187K->1907K(270336K), 0.0005488 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
38.861: [GC (Allocation Failure) [PSYoungGen: 94816K->64K(92672K)] 96627K->1875K(267776K), 0.0006542 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
38.931: [GC (Allocation Failure) [PSYoungGen: 92224K->96K(90112K)] 94035K->1907K(265216K), 0.0005003 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
38.999: [GC (Allocation Failure) [PSYoungGen: 89696K->96K(87552K)] 91507K->1907K(262656K), 0.0004949 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.062: [GC (Allocation Failure) [PSYoungGen: 87136K->64K(85504K)] 88947K->1875K(260608K), 0.0005017 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.125: [GC (Allocation Failure) [PSYoungGen: 85056K->96K(83456K)] 86867K->1907K(258560K), 0.0010070 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.187: [GC (Allocation Failure) [PSYoungGen: 83040K->64K(81408K)] 84851K->1875K(256512K), 0.0005000 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.249: [GC (Allocation Failure) [PSYoungGen: 80960K->96K(79360K)] 82771K->1907K(254464K), 0.0004943 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.309: [GC (Allocation Failure) [PSYoungGen: 78944K->96K(77312K)] 80755K->1907K(252416K), 0.0005050 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.372: [GC (Allocation Failure) [PSYoungGen: 76896K->64K(75264K)] 78707K->1875K(250368K), 0.0004968 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.429: [GC (Allocation Failure) [PSYoungGen: 74816K->96K(73728K)] 76627K->1907K(248832K), 0.0005014 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
39.494: [GC (Allocation Failure) [PSYoungGen: 73312K->96K(72192K)] 75123K->1907K(247296K), 0.0004934 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.546: [GC (Allocation Failure) [PSYoungGen: 71776K->64K(70656K)] 73587K->1875K(245760K), 0.0005199 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.600: [GC (Allocation Failure) [PSYoungGen: 70208K->64K(69120K)] 72019K->1875K(244224K), 0.0005069 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.649: [GC (Allocation Failure) [PSYoungGen: 68672K->96K(67584K)] 70483K->1907K(242688K), 0.0005168 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.699: [GC (Allocation Failure) [PSYoungGen: 67168K->96K(66048K)] 68979K->1907K(241152K), 0.0004991 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.748: [GC (Allocation Failure) [PSYoungGen: 65632K->96K(64512K)] 67443K->1907K(239616K), 0.0005228 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.794: [GC (Allocation Failure) [PSYoungGen: 64096K->64K(77312K)] 65907K->1875K(252416K), 0.0015021 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
39.851: [GC (Allocation Failure) [PSYoungGen: 76864K->96K(92672K)] 78675K->1907K(267776K), 0.0005025 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.917: [GC (Allocation Failure) [PSYoungGen: 92256K->128K(111104K)] 94067K->1939K(286208K), 0.0005244 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.996: [GC (Allocation Failure) [PSYoungGen: 110719K->64K(133632K)] 112531K->1875K(308736K), 0.0006581 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.095: [GC (Allocation Failure) [PSYoungGen: 133184K->96K(129536K)] 134995K->1907K(304640K), 0.0004901 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.191: [GC (Allocation Failure) [PSYoungGen: 129120K->96K(125440K)] 130931K->1907K(300544K), 0.0004967 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.280: [GC (Allocation Failure) [PSYoungGen: 125024K->96K(121344K)] 126835K->1907K(296448K), 0.0005101 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.415: [GC (Allocation Failure) [PSYoungGen: 120928K->96K(117760K)] 122739K->1907K(292864K), 0.0005013 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.513: [GC (Allocation Failure) [PSYoungGen: 117344K->32K(114176K)] 119155K->1867K(289280K), 0.0010885 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.614: [GC (Allocation Failure) [PSYoungGen: 113696K->64K(110592K)] 115531K->1899K(285696K), 0.0009876 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.709: [GC (Allocation Failure) [PSYoungGen: 110144K->64K(107520K)] 111979K->1899K(282624K), 0.0011524 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.856: [GC (Allocation Failure) [PSYoungGen: 107072K->96K(104448K)] 108907K->1931K(279552K), 0.0017525 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.943: [GC (Allocation Failure) [PSYoungGen: 104032K->96K(101376K)] 105867K->1931K(276480K), 0.0005470 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
41.020: [GC (Allocation Failure) [PSYoungGen: 100960K->64K(98816K)] 102795K->1899K(273920K), 0.0005169 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
41.094: [GC (Allocation Failure) [PSYoungGen: 98368K->96K(96256K)] 100203K->1931K(271360K), 0.0004997 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
41.164: [GC (Allocation Failure) [PSYoungGen: 95840K->32K(93696K)] 97675K->1867K(268800K), 0.0005010 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
41.264: [GC (Allocation Failure) [PSYoungGen: 93216K->64K(91136K)] 95051K->1899K(266240K), 0.0011004 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
41.357: [GC (Allocation Failure) [PSYoungGen: 90688K->96K(88576K)] 92523K->1931K(263680K), 0.0005081 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
41.434: [GC (Allocation Failure) [PSYoungGen: 88160K->0K(106496K)] 89995K->1835K(281600K), 0.0053418 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
41.542: [GC (Allocation Failure) [PSYoungGen: 105984K->96K(128000K)] 107819K->1931K(303104K), 0.0005391 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
41.642: [GC (Allocation Failure) [PSYoungGen: 127584K->96K(153600K)] 129419K->1931K(328704K), 0.0005083 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
41.759: [GC (Allocation Failure) [PSYoungGen: 153184K->64K(184320K)] 155019K->1899K(359424K), 0.0006065 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
41.898: [GC (Allocation Failure) [PSYoungGen: 183872K->32K(177664K)] 185707K->1867K(352768K), 0.0005352 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
42.029: [GC (Allocation Failure) [PSYoungGen: 177184K->96K(171520K)] 179019K->1931K(346624K), 0.0009298 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
42.159: [GC (Allocation Failure) [PSYoungGen: 171104K->32K(165376K)] 172939K->1867K(340480K), 0.0010093 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
42.294: [GC (Allocation Failure) [PSYoungGen: 164896K->96K(159744K)] 166731K->1931K(334848K), 0.0005404 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
42.430: [GC (Allocation Failure) [PSYoungGen: 159328K->64K(154112K)] 161163K->1899K(329216K), 0.0005200 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
42.543: [GC (Allocation Failure) [PSYoungGen: 153664K->96K(148992K)] 155499K->1931K(324096K), 0.0007299 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
42.653: [GC (Allocation Failure) [PSYoungGen: 148576K->96K(143872K)] 150411K->1931K(318976K), 0.0005135 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
42.759: [GC (Allocation Failure) [PSYoungGen: 143456K->32K(139264K)] 145291K->1867K(314368K), 0.0005114 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
42.865: [GC (Allocation Failure) [PSYoungGen: 138784K->32K(134656K)] 140619K->1867K(309760K), 0.0005488 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
42.967: [GC (Allocation Failure) [PSYoungGen: 134176K->96K(130560K)] 136011K->1931K(305664K), 0.0005101 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
43.066: [GC (Allocation Failure) [PSYoungGen: 130144K->96K(126464K)] 131979K->1931K(301568K), 0.0005098 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
43.161: [GC (Allocation Failure) [PSYoungGen: 126048K->96K(122368K)] 127883K->1931K(297472K), 0.0005019 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
43.252: [GC (Allocation Failure) [PSYoungGen: 121952K->64K(118784K)] 123787K->1899K(293888K), 0.0005092 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
43.343: [GC (Allocation Failure) [PSYoungGen: 118336K->64K(115200K)] 120171K->1899K(290304K), 0.0005093 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
43.429: [GC (Allocation Failure) [PSYoungGen: 114752K->64K(111616K)] 116587K->1899K(286720K), 0.0005222 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
43.514: [GC (Allocation Failure) [PSYoungGen: 111168K->96K(108544K)] 113003K->1931K(283648K), 0.0004963 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
43.596: [GC (Allocation Failure) [PSYoungGen: 108128K->96K(105472K)] 109963K->1931K(280576K), 0.0004988 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
43.675: [GC (Allocation Failure) [PSYoungGen: 105056K->96K(102400K)] 106891K->1931K(277504K), 0.0005338 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
43.750: [GC (Allocation Failure) [PSYoungGen: 101984K->64K(99328K)] 103819K->1899K(274432K), 0.0005125 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
43.826: [GC (Allocation Failure) [PSYoungGen: 98880K->32K(96768K)] 100715K->1867K(271872K), 0.0006898 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
43.899: [GC (Allocation Failure) [PSYoungGen: 96288K->64K(94208K)] 98123K->1899K(269312K), 0.0009686 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
43.966: [GC (Allocation Failure) [PSYoungGen: 93759K->96K(91648K)] 95595K->1931K(266752K), 0.0004929 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
44.032: [GC (Allocation Failure) [PSYoungGen: 91232K->96K(89088K)] 93067K->1931K(264192K), 0.0005307 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
44.096: [GC (Allocation Failure) [PSYoungGen: 88672K->96K(87040K)] 90507K->1931K(262144K), 0.0004863 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
44.158: [GC (Allocation Failure) [PSYoungGen: 86624K->64K(84992K)] 88459K->1899K(260096K), 0.0004987 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
