OpenJDK 64-Bit Server VM (25.202-b05) for bsd-amd64 JRE (Zulu 8.36.0.1-CA-macosx) (1.8.0_202-b05), built on Jan 29 2019 06:07:09 by "zulu_re" with gcc 4.2.1 (Based on Apple Inc. build 5658) (LLVM build 2336.11.00)
Memory: 4k page, physical 16777216k(2312176k free)

/proc/meminfo:

CommandLine flags: -XX:InitialHeapSize=268435456 -XX:MaxHeapSize=4294967296 -XX:+PrintGC -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:+UseParallelGC 
Heap
 PSYoungGen      total 76288K, used 34346K [0x000000076ab00000, 0x0000000770000000, 0x00000007c0000000)
  eden space 65536K, 52% used [0x000000076ab00000,0x000000076cc8abf8,0x000000076eb00000)
  from space 10752K, 0% used [0x000000076f580000,0x000000076f580000,0x0000000770000000)
  to   space 10752K, 0% used [0x000000076eb00000,0x000000076eb00000,0x000000076f580000)
 ParOldGen       total 175104K, used 0K [0x00000006c0000000, 0x00000006cab00000, 0x000000076ab00000)
  object space 175104K, 0% used [0x00000006c0000000,0x00000006c0000000,0x00000006cab00000)
 Metaspace       used 7657K, capacity 7997K, committed 8192K, reserved 1056768K
  class space    used 852K, capacity 948K, committed 1024K, reserved 1048576K
797: [GC (Allocation Failure) [PSYoungGen: 133088K->2000K(141824K)] 133112K->2032K(316928K), 0.0021604 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
42.537: [GC (Allocation Failure) [PSYoungGen: 132160K->96K(128512K)] 134376K->2312K(303616K), 0.0006274 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
42.609: [GC (Allocation Failure) [PSYoungGen: 128096K->96K(124416K)] 130312K->2312K(299520K), 0.0005457 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
42.674: [GC (Allocation Failure) [PSYoungGen: 124000K->96K(120832K)] 126216K->2312K(295936K), 0.0005347 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
42.738: [GC (Allocation Failure) [PSYoungGen: 120416K->96K(117248K)] 122632K->2312K(292352K), 0.0005693 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
42.801: [GC (Allocation Failure) [PSYoungGen: 116832K->64K(113664K)] 119048K->2280K(288768K), 0.0005670 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
42.863: [GC (Allocation Failure) [PSYoungGen: 113216K->96K(110592K)] 115432K->2312K(285696K), 0.0005519 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
42.921: [GC (Allocation Failure) [PSYoungGen: 110176K->64K(107520K)] 112392K->2280K(282624K), 0.0005453 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
42.978: [GC (Allocation Failure) [PSYoungGen: 107072K->32K(104448K)] 109288K->2248K(279552K), 0.0006136 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
43.037: [GC (Allocation Failure) [PSYoungGen: 103968K->32K(101376K)] 106184K->2248K(276480K), 0.0005718 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
43.092: [GC (Allocation Failure) [PSYoungGen: 100896K->64K(121856K)] 103112K->2280K(296960K), 0.0012797 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
43.162: [GC (Allocation Failure) [PSYoungGen: 121408K->96K(146432K)] 123624K->2312K(321536K), 0.0005803 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
43.240: [GC (Allocation Failure) [PSYoungGen: 146016K->64K(141824K)] 148232K->2280K(316928K), 0.0005597 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
43.315: [GC (Allocation Failure) [PSYoungGen: 141376K->64K(137216K)] 143592K->2280K(312320K), 0.0006088 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
43.389: [GC (Allocation Failure) [PSYoungGen: 136768K->32K(132608K)] 138984K->2248K(307712K), 0.0005565 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
43.459: [GC (Allocation Failure) [PSYoungGen: 132128K->96K(128512K)] 134344K->2312K(303616K), 0.0005315 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
43.527: [GC (Allocation Failure) [PSYoungGen: 128096K->96K(124416K)] 130312K->2312K(299520K), 0.0005365 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
43.593: [GC (Allocation Failure) [PSYoungGen: 124000K->96K(120832K)] 126216K->2312K(295936K), 0.0005514 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
43.656: [GC (Allocation Failure) [PSYoungGen: 120416K->64K(117248K)] 122632K->2280K(292352K), 0.0005267 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
43.719: [GC (Allocation Failure) [PSYoungGen: 116800K->96K(113664K)] 119016K->2312K(288768K), 0.0005933 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
43.779: [GC (Allocation Failure) [PSYoungGen: 113248K->64K(110592K)] 115464K->2280K(285696K), 0.0006148 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
43.839: [GC (Allocation Failure) [PSYoungGen: 110144K->96K(107520K)] 112360K->2312K(282624K), 0.0005506 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
43.898: [GC (Allocation Failure) [PSYoungGen: 107104K->64K(129024K)] 109320K->2280K(304128K), 0.0011436 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
43.967: [GC (Allocation Failure) [PSYoungGen: 128576K->96K(124928K)] 130792K->2312K(300032K), 0.0005481 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
44.033: [GC (Allocation Failure) [PSYoungGen: 124512K->64K(121344K)] 126728K->2280K(296448K), 0.0005713 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
44.097: [GC (Allocation Failure) [PSYoungGen: 120896K->96K(117760K)] 123112K->2312K(292864K), 0.0005429 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
44.159: [GC (Allocation Failure) [PSYoungGen: 117344K->96K(114176K)] 119560K->2312K(289280K), 0.0005401 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
44.221: [GC (Allocation Failure) [PSYoungGen: 113760K->96K(110592K)] 115976K->2312K(285696K), 0.0005785 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
44.280: [GC (Allocation Failure) [PSYoungGen: 110176K->96K(107520K)] 112392K->2312K(282624K), 0.0006895 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
44.337: [GC (Allocation Failure) [PSYoungGen: 107104K->96K(104448K)] 109320K->2312K(279552K), 0.0005583 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
44.394: [GC (Allocation Failure) [PSYoungGen: 104032K->64K(125440K)] 106248K->2280K(300544K), 0.0009643 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
44.460: [GC (Allocation Failure) [PSYoungGen: 124992K->96K(121344K)] 127208K->2312K(296448K), 0.0005476 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
44.525: [GC (Allocation Failure) [PSYoungGen: 120928K->32K(117760K)] 123144K->2248K(292864K), 0.0005577 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
44.587: [GC (Allocation Failure) [PSYoungGen: 117280K->64K(114176K)] 119496K->2280K(289280K), 0.0005412 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
44.647: [GC (Allocation Failure) [PSYoungGen: 113728K->64K(110592K)] 115944K->2280K(285696K), 0.0005276 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
44.705: [GC (Allocation Failure) [PSYoungGen: 110144K->96K(107520K)] 112360K->2312K(282624K), 0.0005365 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
44.762: [GC (Allocation Failure) [PSYoungGen: 107104K->96K(104448K)] 109320K->2312K(279552K), 0.0005373 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
44.818: [GC (Allocation Failure) [PSYoungGen: 104032K->96K(101376K)] 106248K->2312K(276480K), 0.0005510 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
44.873: [GC (Allocation Failure) [PSYoungGen: 100960K->96K(98816K)] 103176K->2312K(273920K), 0.0008020 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
44.925: [GC (Allocation Failure) [PSYoungGen: 98400K->96K(96256K)] 100616K->2312K(271360K), 0.0005813 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
44.976: [GC (Allocation Failure) [PSYoungGen: 95840K->96K(93696K)] 98056K->2312K(268800K), 0.0005439 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
45.026: [GC (Allocation Failure) [PSYoungGen: 93280K->64K(91136K)] 95496K->2280K(266240K), 0.0005493 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
45.074: [GC (Allocation Failure) [PSYoungGen: 90688K->32K(88576K)] 92904K->2248K(263680K), 0.0005091 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
45.121: [GC (Allocation Failure) [PSYoungGen: 88096K->96K(106496K)] 90312K->2312K(281600K), 0.0005342 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
45.177: [GC (Allocation Failure) [PSYoungGen: 106080K->96K(103424K)] 108296K->2312K(278528K), 0.0005266 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
45.233: [GC (Allocation Failure) [PSYoungGen: 103008K->96K(100352K)] 105224K->2312K(275456K), 0.0005736 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
45.286: [GC (Allocation Failure) [PSYoungGen: 99936K->96K(97792K)] 102152K->2312K(272896K), 0.0005277 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
45.339: [GC (Allocation Failure) [PSYoungGen: 97376K->96K(95232K)] 99592K->2312K(270336K), 0.0005713 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
45.391: [GC (Allocation Failure) [PSYoungGen: 94816K->0K(92672K)] 97032K->2216K(267776K), 0.0005494 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
45.440: [GC (Allocation Failure) [PSYoungGen: 92160K->96K(90112K)] 94376K->2312K(265216K), 0.0006009 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
45.488: [GC (Allocation Failure) [PSYoungGen: 89696K->96K(108032K)] 91912K->2312K(283136K), 0.0005439 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
45.545: [GC (Allocation Failure) [PSYoungGen: 107616K->96K(104960K)] 109832K->2312K(280064K), 0.0005389 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
45.601: [GC (Allocation Failure) [PSYoungGen: 104544K->96K(101888K)] 106760K->2312K(276992K), 0.0005476 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
45.654: [GC (Allocation Failure) [PSYoungGen: 101472K->32K(98816K)] 103688K->2248K(273920K), 0.0005379 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
45.706: [GC (Allocation Failure) [PSYoungGen: 98336K->96K(96256K)] 100552K->2312K(271360K), 0.0005366 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
45.755: [GC (Allocation Failure) [PSYoungGen: 95840K->64K(93696K)] 98056K->2280K(268800K), 0.0005387 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
45.803: [GC (Allocation Failure) [PSYoungGen: 93248K->96K(91136K)] 95464K->2312K(266240K), 0.0005393 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
45.850: [GC (Allocation Failure) [PSYoungGen: 90720K->64K(109568K)] 92936K->2280K(284672K), 0.0005970 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
45.908: [GC (Allocation Failure) [PSYoungGen: 109120K->96K(106496K)] 111336K->2312K(281600K), 0.0005504 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
45.963: [GC (Allocation Failure) [PSYoungGen: 106080K->96K(103424K)] 108296K->2312K(278528K), 0.0005427 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
46.016: [GC (Allocation Failure) [PSYoungGen: 103008K->32K(100352K)] 105224K->2248K(275456K), 0.0005083 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
46.067: [GC (Allocation Failure) [PSYoungGen: 99872K->96K(97792K)] 102088K->2312K(272896K), 0.0005104 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
46.117: [GC (Allocation Failure) [PSYoungGen: 97376K->96K(95232K)] 99592K->2312K(270336K), 0.0005347 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
46.166: [GC (Allocation Failure) [PSYoungGen: 94816K->96K(92672K)] 97032K->2312K(267776K), 0.0005119 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
46.215: [GC (Allocation Failure) [PSYoungGen: 92256K->64K(111104K)] 94472K->2280K(286208K), 0.0010502 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
46.273: [GC (Allocation Failure) [PSYoungGen: 110656K->64K(133632K)] 112872K->2280K(308736K), 0.0010754 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
46.342: [GC (Allocation Failure) [PSYoungGen: 133184K->96K(160256K)] 135400K->2312K(335360K), 0.0005340 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
46.426: [GC (Allocation Failure) [PSYoungGen: 159840K->96K(192512K)] 162056K->2312K(367616K), 0.0005432 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
46.524: [GC (Allocation Failure) [PSYoungGen: 192096K->64K(185856K)] 194312K->2280K(360960K), 0.0005413 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
46.620: [GC (Allocation Failure) [PSYoungGen: 185408K->64K(179200K)] 187624K->2280K(354304K), 0.0005421 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
46.711: [GC (Allocation Failure) [PSYoungGen: 178752K->96K(173056K)] 180968K->2312K(348160K), 0.0005462 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
46.800: [GC (Allocation Failure) [PSYoungGen: 172640K->96K(166912K)] 174856K->2312K(342016K), 0.0005426 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
46.885: [GC (Allocation Failure) [PSYoungGen: 166496K->96K(161280K)] 168712K->2312K(336384K), 0.0005875 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
46.969: [GC (Allocation Failure) [PSYoungGen: 160864K->96K(155648K)] 163080K->2312K(330752K), 0.0005696 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
47.050: [GC (Allocation Failure) [PSYoungGen: 155232K->64K(150528K)] 157448K->2280K(325632K), 0.0005736 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
47.128: [GC (Allocation Failure) [PSYoungGen: 150080K->64K(145408K)] 152296K->2280K(320512K), 0.0005286 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
47.203: [GC (Allocation Failure) [PSYoungGen: 144960K->96K(140800K)] 147176K->2312K(315904K), 0.0007869 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
47.276: [GC (Allocation Failure) [PSYoungGen: 140384K->32K(136192K)] 142600K->2248K(311296K), 0.0005787 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
47.346: [GC (Allocation Failure) [PSYoungGen: 135712K->96K(132096K)] 137928K->2312K(307200K), 0.0005556 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
47.414: [GC (Allocation Failure) [PSYoungGen: 131680K->64K(128000K)] 133896K->2280K(303104K), 0.0011266 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
47.482: [GC (Allocation Failure) [PSYoungGen: 127552K->96K(123904K)] 129768K->2312K(299008K), 0.0005438 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
47.545: [GC (Allocation Failure) [PSYoungGen: 123488K->96K(120320K)] 125704K->2320K(295424K), 0.0005302 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
47.607: [GC (Allocation Failure) [PSYoungGen: 119904K->64K(116736K)] 122128K->2288K(291840K), 0.0008989 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
47.667: [GC (Allocation Failure) [PSYoungGen: 116288K->96K(113152K)] 118512K->2320K(288256K), 0.0005143 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
47.725: [GC (Allocation Failure) [PSYoungGen: 112736K->64K(110080K)] 114960K->2288K(285184K), 0.0005263 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
47.781: [GC (Allocation Failure) [PSYoungGen: 109632K->96K(107008K)] 111856K->2320K(282112K), 0.0005067 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
47.837: [GC (Allocation Failure) [PSYoungGen: 106592K->96K(103936K)] 108816K->2320K(279040K), 0.0005729 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
47.890: [GC (Allocation Failure) [PSYoungGen: 103520K->96K(100864K)] 105744K->2320K(275968K), 0.0005328 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
47.942: [GC (Allocation Failure) [PSYoungGen: 100448K->96K(121344K)] 102672K->2320K(296448K), 0.0014753 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
48.009: [GC (Allocation Failure) [PSYoungGen: 120928K->96K(145920K)] 123152K->2320K(321024K), 0.0005457 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
48.084: [GC (Allocation Failure) [PSYoungGen: 145504K->96K(175104K)] 147728K->2320K(350208K), 0.0005407 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
48.174: [GC (Allocation Failure) [PSYoungGen: 174688K->96K(168960K)] 176912K->2320K(344064K), 0.0005400 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
48.262: [GC (Allocation Failure) [PSYoungGen: 168544K->64K(163328K)] 170768K->2288K(338432K), 0.0005517 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
48.345: [GC (Allocation Failure) [PSYoungGen: 162880K->96K(157696K)] 165104K->2320K(332800K), 0.0005482 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
48.426: [GC (Allocation Failure) [PSYoungGen: 157280K->32K(152576K)] 159504K->2256K(327680K), 0.0005069 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
48.505: [GC (Allocation Failure) [PSYoungGen: 152096K->96K(147456K)] 154320K->2320K(322560K), 0.0005427 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
48.581: [GC (Allocation Failure) [PSYoungGen: 147040K->64K(142848K)] 149264K->2288K(317952K), 0.0005701 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
48.654: [GC (Allocation Failure) [PSYoungGen: 142400K->96K(138240K)] 144624K->2320K(313344K), 0.0005286 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
48.724: [GC (Allocation Failure) [PSYoungGen: 137824K->96K(133632K)] 140048K->2320K(308736K), 0.0005257 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
48.792: [GC (Allocation Failure) [PSYoungGen: 133216K->96K(129536K)] 135440K->2320K(304640K), 0.0005207 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
48.857: [GC (Allocation Failure) [PSYoungGen: 129120K->0K(125440K)] 131344K->2224K(300544K), 0.0005600 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
48.920: [GC (Allocation Failure) [PSYoungGen: 124928K->96K(121344K)] 127152K->2320K(296448K), 0.0005070 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
48.981: [GC (Allocation Failure) [PSYoungGen: 120928K->96K(117760K)] 123152K->2320K(292864K), 0.0012188 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
49.041: [GC (Allocation Failure) [PSYoungGen: 117344K->96K(114176K)] 119568K->2320K(289280K), 0.0005400 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
49.098: [GC (Allocation Failure) [PSYoungGen: 113760K->64K(110592K)] 115984K->2288K(285696K), 0.0005609 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
49.154: [GC (Allocation Failure) [PSYoungGen: 110144K->96K(107520K)] 112368K->2320K(282624K), 0.0005987 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
49.209: [GC (Allocation Failure) [PSYoungGen: 107104K->64K(104448K)] 109328K->2288K(279552K), 0.0005271 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
49.261: [GC (Allocation Failure) [PSYoungGen: 104000K->64K(101376K)] 106224K->2288K(276480K), 0.0005306 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
49.312: [GC (Allocation Failure) [PSYoungGen: 100928K->96K(98816K)] 103152K->2320K(273920K), 0.0005282 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
49.364: [GC (Allocation Failure) [PSYoungGen: 98400K->96K(96256K)] 100624K->2320K(271360K), 0.0005253 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
49.413: [GC (Allocation Failure) [PSYoungGen: 95840K->96K(93696K)] 98064K->2320K(268800K), 0.0005299 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
49.462: [GC (Allocation Failure) [PSYoungGen: 93280K->64K(91136K)] 95504K->2288K(266240K), 0.0005320 secs] [Times: user=0.00 sys=0.01, real=0.00 secs] 
49.510: [GC (Allocation Failure) [PSYoungGen: 90688K->96K(88576K)] 92912K->2320K(263680K), 0.0005359 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
49.556: [GC (Allocation Failure) [PSYoungGen: 88160K->96K(106496K)] 90384K->2320K(281600K), 0.0005619 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
49.611: [GC (Allocation Failure) [PSYoungGen: 106080K->0K(103424K)] 108304K->2224K(278528K), 0.0005188 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
49.663: [GC (Allocation Failure) [PSYoungGen: 102912K->96K(100352K)] 105136K->2320K(275456K), 0.0005583 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
49.717: [GC (Allocation Failure) [PSYoungGen: 99936K->96K(97792K)] 102160K->2320K(272896K), 0.0005556 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
49.766: [GC (Allocation Failure) [PSYoungGen: 97376K->96K(95232K)] 99600K->2320K(270336K), 0.0005004 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
49.814: [GC (Allocation Failure) [PSYoungGen: 94816K->64K(114176K)] 97040K->2288K(289280K), 0.0006903 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
49.871: [GC (Allocation Failure) [PSYoungGen: 113728K->64K(110592K)] 115952K->2288K(285696K), 0.0005089 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
49.926: [GC (Allocation Failure) [PSYoungGen: 110144K->96K(107520K)] 112368K->2320K(282624K), 0.0005159 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
49.980: [GC (Allocation Failure) [PSYoungGen: 107104K->64K(104448K)] 109328K->2288K(279552K), 0.0005160 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
50.033: [GC (Allocation Failure) [PSYoungGen: 104000K->128K(101376K)] 106224K->2352K(276480K), 0.0005297 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
50.084: [GC (Allocation Failure) [PSYoungGen: 100992K->96K(98816K)] 103216K->2320K(273920K), 0.0005198 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
50.133: [GC (Allocation Failure) [PSYoungGen: 98400K->96K(96256K)] 100624K->2320K(271360K), 0.0005286 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
50.181: [GC (Allocation Failure) [PSYoungGen: 95840K->96K(93696K)] 98064K->2320K(268800K), 0.0005057 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
50.230: [GC (Allocation Failure) [PSYoungGen: 93280K->96K(91136K)] 95504K->2320K(266240K), 0.0005417 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
50.276: [GC (Allocation Failure) [PSYoungGen: 90720K->96K(88576K)] 92944K->2320K(263680K), 0.0005189 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
50.323: [GC (Allocation Failure) [PSYoungGen: 88160K->96K(106496K)] 90384K->2320K(281600K), 0.0005879 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
50.377: [GC (Allocation Failure) [PSYoungGen: 106080K->96K(103424K)] 108304K->2344K(278528K), 0.0005746 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
50.429: [GC (Allocation Failure) [PSYoungGen: 103008K->96K(100352K)] 105256K->2344K(275456K), 0.0005183 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
50.480: [GC (Allocation Failure) [PSYoungGen: 99936K->32K(97792K)] 102184K->2280K(272896K), 0.0004967 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
50.529: [GC (Allocation Failure) [PSYoungGen: 97312K->96K(95232K)] 99560K->2344K(270336K), 0.0005257 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
50.576: [GC (Allocation Failure) [PSYoungGen: 94816K->96K(92672K)] 97064K->2344K(267776K), 0.0005110 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
50.622: [GC (Allocation Failure) [PSYoungGen: 92256K->96K(90112K)] 94504K->2344K(265216K), 0.0005192 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
50.667: [GC (Allocation Failure) [PSYoungGen: 89696K->96K(87552K)] 91944K->2344K(262656K), 0.0004830 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
50.711: [GC (Allocation Failure) [PSYoungGen: 87136K->96K(104960K)] 89384K->2344K(280064K), 0.0005727 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
50.764: [GC (Allocation Failure) [PSYoungGen: 104544K->96K(125952K)] 106792K->2344K(301056K), 0.0005389 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
50.828: [GC (Allocation Failure) [PSYoungGen: 125536K->64K(121856K)] 127784K->2312K(296960K), 0.0005190 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
50.889: [GC (Allocation Failure) [PSYoungGen: 121408K->96K(118272K)] 123656K->2344K(293376K), 0.0005253 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
50.948: [GC (Allocation Failure) [PSYoungGen: 117856K->64K(114688K)] 120104K->2312K(289792K), 0.0005446 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
51.005: [GC (Allocation Failure) [PSYoungGen: 114240K->64K(111104K)] 116488K->2312K(286208K), 0.0005600 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
51.061: [GC (Allocation Failure) [PSYoungGen: 110656K->96K(108032K)] 112904K->2344K(283136K), 0.0005314 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
51.116: [GC (Allocation Failure) [PSYoungGen: 107616K->96K(104960K)] 109864K->2344K(280064K), 0.0005124 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
51.169: [GC (Allocation Failure) [PSYoungGen: 104544K->96K(101888K)] 106792K->2344K(276992K), 0.0005268 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
51.221: [GC (Allocation Failure) [PSYoungGen: 101472K->96K(98816K)] 103720K->2344K(273920K), 0.0005465 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
51.271: [GC (Allocation Failure) [PSYoungGen: 98400K->64K(96256K)] 100648K->2312K(271360K), 0.0005392 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
51.321: [GC (Allocation Failure) [PSYoungGen: 95808K->96K(93696K)] 98056K->2344K(268800K), 0.0005259 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
51.368: [GC (Allocation Failure) [PSYoungGen: 93280K->96K(91136K)] 95528K->2344K(266240K), 0.0005954 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
51.414: [GC (Allocation Failure) [PSYoungGen: 90720K->32K(109568K)] 92968K->2280K(284672K), 0.0010153 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
