OpenJDK 64-Bit Server VM (25.202-b05) for bsd-amd64 JRE (Zulu 8.36.0.1-CA-macosx) (1.8.0_202-b05), built on Jan 29 2019 06:07:09 by "zulu_re" with gcc 4.2.1 (Based on Apple Inc. build 5658) (LLVM build 2336.11.00)
Memory: 4k page, physical 16777216k(1673500k free)

/proc/meminfo:

CommandLine flags: -XX:InitialHeapSize=268435456 -XX:MaxHeapSize=4294967296 -XX:+PrintGC -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:+UseParallelGC 
Heap
 PSYoungGen      total 76288K, used 35656K [0x000000076ab00000, 0x0000000770000000, 0x00000007c0000000)
  eden space 65536K, 54% used [0x000000076ab00000,0x000000076cdd22e8,0x000000076eb00000)
  from space 10752K, 0% used [0x000000076f580000,0x000000076f580000,0x0000000770000000)
  to   space 10752K, 0% used [0x000000076eb00000,0x000000076eb00000,0x000000076f580000)
 ParOldGen       total 175104K, used 0K [0x00000006c0000000, 0x00000006cab00000, 0x000000076ab00000)
  object space 175104K, 0% used [0x00000006c0000000,0x00000006c0000000,0x00000006cab00000)
 Metaspace       used 7652K, capacity 8001K, committed 8192K, reserved 1056768K
  class space    used 852K, capacity 948K, committed 1024K, reserved 1048576K
29: [GC (Allocation Failure) [PSYoungGen: 132800K->1712K(141824K)] 132824K->1744K(316928K), 0.0018382 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
48.066: [GC (Allocation Failure) [PSYoungGen: 138336K->96K(134144K)] 140216K->1976K(309248K), 0.0004960 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
48.128: [GC (Allocation Failure) [PSYoungGen: 133728K->96K(130048K)] 135608K->1976K(305152K), 0.0005438 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
48.192: [GC (Allocation Failure) [PSYoungGen: 129632K->96K(125952K)] 131512K->1976K(301056K), 0.0005587 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
48.253: [GC (Allocation Failure) [PSYoungGen: 125536K->64K(151040K)] 127416K->1944K(326144K), 0.0012297 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
48.322: [GC (Allocation Failure) [PSYoungGen: 150592K->96K(181248K)] 152472K->1976K(356352K), 0.0004992 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
48.402: [GC (Allocation Failure) [PSYoungGen: 180832K->64K(175104K)] 182712K->1944K(350208K), 0.0004952 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
48.480: [GC (Allocation Failure) [PSYoungGen: 174656K->96K(168960K)] 176536K->1976K(344064K), 0.0005764 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
48.561: [GC (Allocation Failure) [PSYoungGen: 168544K->96K(163328K)] 170424K->1976K(338432K), 0.0005791 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
48.634: [GC (Allocation Failure) [PSYoungGen: 162912K->96K(157696K)] 164792K->1976K(332800K), 0.0004968 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
48.706: [GC (Allocation Failure) [PSYoungGen: 157280K->96K(152576K)] 159160K->1976K(327680K), 0.0005172 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
48.773: [GC (Allocation Failure) [PSYoungGen: 152160K->96K(147456K)] 154040K->1976K(322560K), 0.0005077 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
48.849: [GC (Allocation Failure) [PSYoungGen: 147040K->32K(142848K)] 148920K->1912K(317952K), 0.0006210 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
48.922: [GC (Allocation Failure) [PSYoungGen: 142368K->96K(138240K)] 144248K->1976K(313344K), 0.0006838 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
48.988: [GC (Allocation Failure) [PSYoungGen: 137824K->96K(133632K)] 139704K->1976K(308736K), 0.0005147 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
49.050: [GC (Allocation Failure) [PSYoungGen: 133216K->32K(129536K)] 135096K->1912K(304640K), 0.0005311 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
49.109: [GC (Allocation Failure) [PSYoungGen: 129056K->96K(125440K)] 130936K->1976K(300544K), 0.0005102 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
49.167: [GC (Allocation Failure) [PSYoungGen: 125024K->96K(121344K)] 126904K->1976K(296448K), 0.0006387 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
49.223: [GC (Allocation Failure) [PSYoungGen: 120928K->96K(117760K)] 122808K->1976K(292864K), 0.0005529 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
49.278: [GC (Allocation Failure) [PSYoungGen: 117344K->96K(114176K)] 119224K->1976K(289280K), 0.0005172 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
49.330: [GC (Allocation Failure) [PSYoungGen: 113760K->64K(137216K)] 115640K->1944K(312320K), 0.0010250 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
49.394: [GC (Allocation Failure) [PSYoungGen: 136768K->96K(164864K)] 138648K->1976K(339968K), 0.0005327 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
49.469: [GC (Allocation Failure) [PSYoungGen: 164448K->96K(159232K)] 166328K->1976K(334336K), 0.0005103 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
49.544: [GC (Allocation Failure) [PSYoungGen: 158816K->96K(154112K)] 160696K->1976K(329216K), 0.0005132 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
49.615: [GC (Allocation Failure) [PSYoungGen: 153696K->96K(148992K)] 155576K->1976K(324096K), 0.0005255 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
49.684: [GC (Allocation Failure) [PSYoungGen: 148576K->96K(143872K)] 150456K->1976K(318976K), 0.0005110 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
49.749: [GC (Allocation Failure) [PSYoungGen: 143456K->96K(139264K)] 145336K->1976K(314368K), 0.0005153 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
49.812: [GC (Allocation Failure) [PSYoungGen: 138848K->96K(134656K)] 140728K->1976K(309760K), 0.0005143 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
49.873: [GC (Allocation Failure) [PSYoungGen: 134240K->64K(130560K)] 136120K->1944K(305664K), 0.0009847 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
49.934: [GC (Allocation Failure) [PSYoungGen: 130112K->96K(126464K)] 131992K->1976K(301568K), 0.0005220 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
49.993: [GC (Allocation Failure) [PSYoungGen: 126048K->96K(122368K)] 127928K->1976K(297472K), 0.0005098 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
50.052: [GC (Allocation Failure) [PSYoungGen: 121952K->96K(118784K)] 123832K->1976K(293888K), 0.0005125 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
50.108: [GC (Allocation Failure) [PSYoungGen: 118368K->96K(115200K)] 120248K->1976K(290304K), 0.0005236 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
50.161: [GC (Allocation Failure) [PSYoungGen: 114784K->96K(111616K)] 116664K->1976K(286720K), 0.0005472 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
50.212: [GC (Allocation Failure) [PSYoungGen: 111200K->96K(108544K)] 113080K->1976K(283648K), 0.0005135 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
50.262: [GC (Allocation Failure) [PSYoungGen: 108128K->64K(105472K)] 110008K->1944K(280576K), 0.0005603 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
50.310: [GC (Allocation Failure) [PSYoungGen: 105024K->64K(102400K)] 106904K->1944K(277504K), 0.0005900 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
50.357: [GC (Allocation Failure) [PSYoungGen: 101952K->96K(99328K)] 103832K->2000K(274432K), 0.0005559 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
50.403: [GC (Allocation Failure) [PSYoungGen: 98912K->96K(96768K)] 100816K->2000K(271872K), 0.0005206 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
50.448: [GC (Allocation Failure) [PSYoungGen: 96352K->96K(116224K)] 98256K->2000K(291328K), 0.0005097 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
50.502: [GC (Allocation Failure) [PSYoungGen: 115808K->96K(112640K)] 117712K->2000K(287744K), 0.0005210 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
50.556: [GC (Allocation Failure) [PSYoungGen: 112224K->96K(109568K)] 114128K->2000K(284672K), 0.0005084 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
50.608: [GC (Allocation Failure) [PSYoungGen: 109152K->96K(106496K)] 111056K->2000K(281600K), 0.0005211 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
50.658: [GC (Allocation Failure) [PSYoungGen: 106080K->96K(103424K)] 107984K->2000K(278528K), 0.0005567 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
50.707: [GC (Allocation Failure) [PSYoungGen: 103008K->96K(100352K)] 104912K->2000K(275456K), 0.0005117 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
50.754: [GC (Allocation Failure) [PSYoungGen: 99936K->64K(97792K)] 101840K->1968K(272896K), 0.0005283 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
50.799: [GC (Allocation Failure) [PSYoungGen: 97344K->32K(95232K)] 99248K->1936K(270336K), 0.0005199 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
50.842: [GC (Allocation Failure) [PSYoungGen: 94752K->64K(114176K)] 96656K->1968K(289280K), 0.0005545 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
50.894: [GC (Allocation Failure) [PSYoungGen: 113727K->64K(110592K)] 115631K->1968K(285696K), 0.0005349 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
50.945: [GC (Allocation Failure) [PSYoungGen: 110144K->64K(107520K)] 112048K->1968K(282624K), 0.0005181 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
51.006: [GC (Allocation Failure) [PSYoungGen: 107072K->0K(129024K)] 108976K->1904K(304128K), 0.0007709 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
51.102: [GC (Allocation Failure) [PSYoungGen: 128512K->96K(124928K)] 130416K->2000K(300032K), 0.0005402 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
51.188: [GC (Allocation Failure) [PSYoungGen: 124512K->64K(121344K)] 126416K->1968K(296448K), 0.0010636 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
51.273: [GC (Allocation Failure) [PSYoungGen: 120896K->64K(145920K)] 122800K->1968K(321024K), 0.0013827 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
51.436: [GC (Allocation Failure) [PSYoungGen: 145472K->96K(141312K)] 147376K->2000K(316416K), 0.0005481 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
51.525: [GC (Allocation Failure) [PSYoungGen: 140896K->96K(136704K)] 142800K->2000K(311808K), 0.0005913 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
51.600: [GC (Allocation Failure) [PSYoungGen: 136288K->32K(132608K)] 138192K->1936K(307712K), 0.0011206 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
51.696: [GC (Allocation Failure) [PSYoungGen: 132128K->96K(128512K)] 134032K->2000K(303616K), 0.0005616 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
51.831: [GC (Allocation Failure) [PSYoungGen: 128096K->96K(124416K)] 130000K->2000K(299520K), 0.0005884 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
51.918: [GC (Allocation Failure) [PSYoungGen: 124000K->96K(120832K)] 125904K->2000K(295936K), 0.0005947 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
52.049: [GC (Allocation Failure) [PSYoungGen: 120416K->32K(144896K)] 122320K->1936K(320000K), 0.0079007 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
52.176: [GC (Allocation Failure) [PSYoungGen: 144416K->96K(174080K)] 146320K->2000K(349184K), 0.0006013 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
52.273: [GC (Allocation Failure) [PSYoungGen: 173664K->96K(208896K)] 175568K->2000K(384000K), 0.0005928 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
52.387: [GC (Allocation Failure) [PSYoungGen: 208479K->96K(250880K)] 210383K->2000K(425984K), 0.0006164 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
52.523: [GC (Allocation Failure) [PSYoungGen: 250464K->96K(241152K)] 252368K->2000K(416256K), 0.0004769 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
52.653: [GC (Allocation Failure) [PSYoungGen: 240736K->96K(231936K)] 242640K->2000K(407040K), 0.0006106 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
52.778: [GC (Allocation Failure) [PSYoungGen: 231520K->96K(223232K)] 233424K->2000K(398336K), 0.0004855 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
52.898: [GC (Allocation Failure) [PSYoungGen: 222816K->64K(215040K)] 224720K->1968K(390144K), 0.0007864 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
53.014: [GC (Allocation Failure) [PSYoungGen: 214592K->96K(206848K)] 216496K->2000K(381952K), 0.0005603 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
53.268: [GC (Allocation Failure) [PSYoungGen: 206432K->96K(199168K)] 208336K->2000K(374272K), 0.0006026 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
53.409: [GC (Allocation Failure) [PSYoungGen: 198752K->96K(192000K)] 200656K->2000K(367104K), 0.0005757 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
53.510: [GC (Allocation Failure) [PSYoungGen: 191584K->96K(185344K)] 193488K->2000K(360448K), 0.0005749 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
53.608: [GC (Allocation Failure) [PSYoungGen: 184928K->96K(178688K)] 186832K->2000K(353792K), 0.0006234 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
53.709: [GC (Allocation Failure) [PSYoungGen: 178272K->96K(172544K)] 180176K->2000K(347648K), 0.0005868 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
53.797: [GC (Allocation Failure) [PSYoungGen: 172128K->96K(166400K)] 174032K->2000K(341504K), 0.0005787 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
53.882: [GC (Allocation Failure) [PSYoungGen: 165984K->96K(160768K)] 167888K->2000K(335872K), 0.0005592 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
53.963: [GC (Allocation Failure) [PSYoungGen: 160352K->96K(155136K)] 162256K->2000K(330240K), 0.0005508 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
54.041: [GC (Allocation Failure) [PSYoungGen: 154720K->96K(150016K)] 156624K->2000K(325120K), 0.0005650 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
54.117: [GC (Allocation Failure) [PSYoungGen: 149600K->64K(144896K)] 151504K->1968K(320000K), 0.0005639 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
54.190: [GC (Allocation Failure) [PSYoungGen: 144448K->32K(140288K)] 146352K->1936K(315392K), 0.0005406 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
54.258: [GC (Allocation Failure) [PSYoungGen: 139808K->96K(135680K)] 141712K->2000K(310784K), 0.0005567 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
54.323: [GC (Allocation Failure) [PSYoungGen: 135264K->96K(131584K)] 137168K->2000K(306688K), 0.0005928 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
54.387: [GC (Allocation Failure) [PSYoungGen: 131168K->96K(127488K)] 133072K->2000K(302592K), 0.0005407 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
54.450: [GC (Allocation Failure) [PSYoungGen: 127072K->96K(123392K)] 128976K->2000K(298496K), 0.0005463 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
54.511: [GC (Allocation Failure) [PSYoungGen: 122976K->96K(119808K)] 124880K->2000K(294912K), 0.0005836 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
54.570: [GC (Allocation Failure) [PSYoungGen: 119392K->96K(116224K)] 121296K->2000K(291328K), 0.0005563 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
54.626: [GC (Allocation Failure) [PSYoungGen: 115808K->96K(112640K)] 117712K->2000K(287744K), 0.0005337 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
54.682: [GC (Allocation Failure) [PSYoungGen: 112224K->96K(109568K)] 114128K->2000K(284672K), 0.0005430 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
54.735: [GC (Allocation Failure) [PSYoungGen: 109152K->64K(106496K)] 111056K->1968K(281600K), 0.0006103 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
54.786: [GC (Allocation Failure) [PSYoungGen: 106048K->96K(103424K)] 107952K->2000K(278528K), 0.0005456 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
54.836: [GC (Allocation Failure) [PSYoungGen: 103008K->96K(100352K)] 104912K->2000K(275456K), 0.0005646 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
54.887: [GC (Allocation Failure) [PSYoungGen: 99936K->96K(97792K)] 101840K->2000K(272896K), 0.0005332 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
54.934: [GC (Allocation Failure) [PSYoungGen: 97376K->96K(95232K)] 99280K->2000K(270336K), 0.0006040 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
54.980: [GC (Allocation Failure) [PSYoungGen: 94816K->96K(92672K)] 96720K->2000K(267776K), 0.0005426 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
55.024: [GC (Allocation Failure) [PSYoungGen: 92256K->64K(90112K)] 94160K->1968K(265216K), 0.0005097 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
55.066: [GC (Allocation Failure) [PSYoungGen: 89664K->96K(108032K)] 91568K->2000K(283136K), 0.0005659 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
55.116: [GC (Allocation Failure) [PSYoungGen: 107616K->96K(129536K)] 109520K->2000K(304640K), 0.0005220 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
55.176: [GC (Allocation Failure) [PSYoungGen: 129120K->96K(125440K)] 131024K->2000K(300544K), 0.0005253 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
55.235: [GC (Allocation Failure) [PSYoungGen: 125023K->96K(121344K)] 126927K->2008K(296448K), 0.0005700 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
55.292: [GC (Allocation Failure) [PSYoungGen: 120928K->96K(117760K)] 122840K->2008K(292864K), 0.0005336 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
55.347: [GC (Allocation Failure) [PSYoungGen: 117344K->96K(114176K)] 119256K->2008K(289280K), 0.0005246 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
55.401: [GC (Allocation Failure) [PSYoungGen: 113760K->96K(110592K)] 115672K->2008K(285696K), 0.0005523 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
55.454: [GC (Allocation Failure) [PSYoungGen: 110176K->96K(107520K)] 112088K->2008K(282624K), 0.0005885 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
55.506: [GC (Allocation Failure) [PSYoungGen: 107104K->96K(104448K)] 109016K->2008K(279552K), 0.0111812 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
55.567: [GC (Allocation Failure) [PSYoungGen: 104031K->96K(101376K)] 105943K->2008K(276480K), 0.0005629 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
55.614: [GC (Allocation Failure) [PSYoungGen: 100960K->96K(98816K)] 102872K->2008K(273920K), 0.0005998 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
55.660: [GC (Allocation Failure) [PSYoungGen: 98400K->96K(118784K)] 100312K->2008K(293888K), 0.0013154 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
55.717: [GC (Allocation Failure) [PSYoungGen: 118368K->64K(142848K)] 120280K->1976K(317952K), 0.0009632 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
55.782: [GC (Allocation Failure) [PSYoungGen: 142400K->96K(171520K)] 144312K->2008K(346624K), 0.0005620 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
55.860: [GC (Allocation Failure) [PSYoungGen: 171104K->96K(205824K)] 173016K->2008K(380928K), 0.0005379 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
55.953: [GC (Allocation Failure) [PSYoungGen: 205408K->96K(198144K)] 207320K->2008K(373248K), 0.0005258 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
56.043: [GC (Allocation Failure) [PSYoungGen: 197728K->96K(190976K)] 199640K->2008K(366080K), 0.0005157 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
56.129: [GC (Allocation Failure) [PSYoungGen: 190560K->96K(184320K)] 192472K->2008K(359424K), 0.0005218 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
56.216: [GC (Allocation Failure) [PSYoungGen: 183904K->96K(177664K)] 185816K->2008K(352768K), 0.0005100 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
56.298: [GC (Allocation Failure) [PSYoungGen: 177248K->64K(171520K)] 179160K->1976K(346624K), 0.0005203 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
56.377: [GC (Allocation Failure) [PSYoungGen: 171072K->96K(165376K)] 172984K->2008K(340480K), 0.0005341 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
56.452: [GC (Allocation Failure) [PSYoungGen: 164960K->96K(159744K)] 166872K->2008K(334848K), 0.0005226 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
56.526: [GC (Allocation Failure) [PSYoungGen: 159328K->96K(154112K)] 161240K->2008K(329216K), 0.0005506 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
56.601: [GC (Allocation Failure) [PSYoungGen: 153696K->64K(148992K)] 155608K->1976K(324096K), 0.0005277 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
56.678: [GC (Allocation Failure) [PSYoungGen: 148544K->64K(143872K)] 150456K->1976K(318976K), 0.0011396 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
56.751: [GC (Allocation Failure) [PSYoungGen: 143424K->96K(139264K)] 145336K->2008K(314368K), 0.0005208 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
56.816: [GC (Allocation Failure) [PSYoungGen: 138848K->96K(134656K)] 140760K->2008K(309760K), 0.0005293 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
56.879: [GC (Allocation Failure) [PSYoungGen: 134240K->96K(130560K)] 136152K->2008K(305664K), 0.0005911 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
56.940: [GC (Allocation Failure) [PSYoungGen: 130144K->64K(126464K)] 132056K->1976K(301568K), 0.0005235 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
56.997: [GC (Allocation Failure) [PSYoungGen: 126016K->96K(122368K)] 127928K->2008K(297472K), 0.0005278 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
57.053: [GC (Allocation Failure) [PSYoungGen: 121952K->96K(118784K)] 123864K->2008K(293888K), 0.0005188 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
57.110: [GC (Allocation Failure) [PSYoungGen: 118368K->96K(115200K)] 120280K->2008K(290304K), 0.0005154 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
57.164: [GC (Allocation Failure) [PSYoungGen: 114784K->96K(111616K)] 116696K->2008K(286720K), 0.0005202 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
57.215: [GC (Allocation Failure) [PSYoungGen: 111200K->96K(108544K)] 113112K->2008K(283648K), 0.0005139 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
57.265: [GC (Allocation Failure) [PSYoungGen: 108128K->64K(105472K)] 110040K->1976K(280576K), 0.0007931 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
57.314: [GC (Allocation Failure) [PSYoungGen: 105024K->96K(102400K)] 106936K->2008K(277504K), 0.0005126 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
57.360: [GC (Allocation Failure) [PSYoungGen: 101984K->96K(99328K)] 103896K->2008K(274432K), 0.0005275 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
57.405: [GC (Allocation Failure) [PSYoungGen: 98912K->96K(119296K)] 100824K->2008K(294400K), 0.0005671 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
57.460: [GC (Allocation Failure) [PSYoungGen: 118880K->96K(115712K)] 120792K->2008K(290816K), 0.0005605 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
57.512: [GC (Allocation Failure) [PSYoungGen: 115296K->96K(112128K)] 117208K->2008K(287232K), 0.0005496 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
57.564: [GC (Allocation Failure) [PSYoungGen: 111712K->64K(134656K)] 113624K->1976K(309760K), 0.0006351 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
57.627: [GC (Allocation Failure) [PSYoungGen: 134208K->64K(130560K)] 136120K->1976K(305664K), 0.0005205 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
57.691: [GC (Allocation Failure) [PSYoungGen: 130112K->96K(126464K)] 132024K->2008K(301568K), 0.0005326 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
57.750: [GC (Allocation Failure) [PSYoungGen: 126048K->96K(122368K)] 127960K->2008K(297472K), 0.0005217 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
57.807: [GC (Allocation Failure) [PSYoungGen: 121952K->96K(118784K)] 123864K->2008K(293888K), 0.0005209 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
57.863: [GC (Allocation Failure) [PSYoungGen: 118368K->64K(142848K)] 120280K->1976K(317952K), 0.0048148 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
57.949: [GC (Allocation Failure) [PSYoungGen: 142400K->64K(171520K)] 144312K->1976K(346624K), 0.0012065 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
58.038: [GC (Allocation Failure) [PSYoungGen: 171072K->96K(205824K)] 172984K->2008K(380928K), 0.0005522 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
58.138: [GC (Allocation Failure) [PSYoungGen: 205407K->96K(247296K)] 207319K->2008K(422400K), 0.0005235 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
58.250: [GC (Allocation Failure) [PSYoungGen: 246880K->96K(296960K)] 248792K->2008K(472064K), 0.0005248 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
58.384: [GC (Allocation Failure) [PSYoungGen: 296544K->64K(356352K)] 298456K->1976K(531456K), 0.0005278 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
58.545: [GC (Allocation Failure) [PSYoungGen: 355904K->96K(341504K)] 357816K->2008K(516608K), 0.0005184 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
58.700: [GC (Allocation Failure) [PSYoungGen: 341088K->96K(327680K)] 343000K->2008K(502784K), 0.0005470 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
58.850: [GC (Allocation Failure) [PSYoungGen: 327264K->96K(314368K)] 329176K->2008K(489472K), 0.0005646 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
58.993: [GC (Allocation Failure) [PSYoungGen: 313952K->96K(301568K)] 315864K->2008K(476672K), 0.0005652 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
